brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,engine_displacement_l,engine_cylinders,transmission_type
Mercedes-Benz,SL-Class SL600 Roadster,2007,"78,200 mi.",Gasoline,Black,Brown,At least 1 accident or damage reported,Yes,"$22,999",5.5,12.0,Automatic
Toyota,Camry Hybrid XLE,2018,"22,000 mi.",Hybrid,White,Beige,None reported,Yes,"$29,500",2.5,4.0,Automatic
GMC,Acadia SLE-2,2016,"100,795 mi.",Gasoline,White Frost Tri-Coat,Ebony,At least 1 accident or damage reported,Yes,"$12,995",3.6,6.0,Automatic
Chevrolet,Impala 1LT,2019,"99,941 mi.",Gasoline,Silver Ice Metallic,Jet Black,None reported,Yes,"$17,816",3.6,6.0,Automatic
Jeep,Grand Cherokee L Laredo,2021,"23,588 mi.",Gasoline,Metallic,Global Black,,,"$38,633",3.6,6.0,Automatic
Jeep,Liberty Sport,2003,"103,000 mi.",Gasoline,Black,Gray,None reported,Yes,"$5,200",3.7,6.0,Automatic
Jaguar,XF Luxury,2009,"91,491 mi.",Gasoline,Blue,Beige,None reported,Yes,"$7,000",4.2,8.0,Automatic
Honda,Civic Sport,2020,"23,131 mi.",Gasoline,Crystal Black Pearl,Black,At least 1 accident or damage reported,,"$23,739",2.0,4.0,Automatic
Subaru,Outback 2.5i Premium,2019,"77,000 mi.",Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,"$18,749",2.5,4.0,Other
Land,Rover Range Rover Sport HSE Dynamic,2019,"20,500 mi.",Gasoline,White,White,None reported,Yes,"$76,000",3.0,6.0,Automatic
Tesla,Model Y Long Range,2022,500 mi.,,White,Black,None reported,Yes,"$45,900",,,Automatic
Lexus,ES 350 Base,2019,"49,810 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$33,900",3.5,6.0,Automatic
Honda,CR-V Touring,2022,"20,229 mi.",Gasoline,Black,Black,None reported,,"$36,727",1.5,4.0,Automatic
Alfa,Romeo Giulia Quadrifoglio,2021,"10,558 mi.",Gasoline,White,Black,None reported,Yes,"$75,000",2.9,6.0,Automatic
BMW,330 i,2005,"59,300 mi.",Gasoline,Red,Black,None reported,Yes,"$30,900",3.0,6.0,Manual
Maybach,Type 57 Base,2004,"34,254 mi.",Gasoline,Brown,–,None reported,Yes,"$64,250",5.5,12.0,Automatic
Lexus,ES 250 Base,2021,"24,364 mi.",Gasoline,Eminent White Pearl,Chateau,None reported,,"$37,998",2.5,,Automatic
Mercedes-Benz,Sprinter 2500,2016,"139,200 mi.",Diesel,White,Black,At least 1 accident or damage reported,Yes,"$22,000",2.1,4.0,Automatic
Mercedes-Benz,E-Class E 350,2012,"82,046 mi.",Gasoline,Black,Beige,None reported,Yes,"$13,999",3.5,6.0,Automatic
Dodge,Dakota Sport,1997,"285,000 mi.",Gasoline,White,Gray,None reported,Yes,"$6,399",5.2,8.0,Automatic
RAM,1500 Tradesman/Express,2017,"26,269 mi.",E85 Flex Fuel,Bright White Clearcoat,Black,At least 1 accident or damage reported,,"$25,307",3.6,6.0,Automatic
Mazda,CX-9 Touring,2016,"127,131 mi.",Gasoline,Brown,–,At least 1 accident or damage reported,Yes,"$16,770",2.5,4.0,Automatic
Porsche,911 Turbo S,2019,"31,000 mi.",Gasoline,White,Black,None reported,Yes,"$179,900",3.8,6.0,Other
BMW,X3 xDrive30i,2021,"27,000 mi.",Gasoline,Black,Brown,None reported,Yes,"$38,400",2.0,4.0,Automatic
Jeep,Grand Cherokee Limited,2015,"93,400 mi.",E85 Flex Fuel,White,Black,None reported,Yes,"$18,900",3.6,6.0,Automatic
BMW,X7 xDrive40i,2021,"9,200 mi.",Hybrid,White,Brown,At least 1 accident or damage reported,Yes,"$71,200",3.0,6.0,Automatic
Mercedes-Benz,SL-Class SL 550,2014,"76,850 mi.",Gasoline,Brown,Beige,At least 1 accident or damage reported,Yes,"$32,999",4.7,8.0,Automatic
Bentley,Continental GT W12,2016,"61,160 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$98,000",6.0,12.0,Automatic
Jeep,Wrangler Unlimited,2005,"146,000 mi.",Gasoline,Red,Black,At least 1 accident or damage reported,Yes,"$15,900",4.0,6.0,Automatic
Tesla,Model S 100D,2017,"38,957 mi.",,Silver,Beige,None reported,Yes,"$46,750",,,Automatic
Volkswagen,Golf SportWagen TSI SE,2017,"33,850 mi.",Gasoline,Blue,Beige,None reported,Yes,"$16,500",1.8,4.0,Automatic
Jeep,Wrangler Unlimited Sahara,2020,"61,830 mi.",Gasoline,Granite Crystal Clearcoat Metallic,Black,At least 1 accident or damage reported,,"$39,860",2.0,4.0,Automatic
Kia,Sorento SXL,2017,"108,559 mi.",Gasoline,Titanium Silver,Satin Black,None reported,,"$15,998",3.3,6.0,Automatic
Lexus,LS 430 Base,2006,"192,000 mi.",Gasoline,Silver,Gray,At least 1 accident or damage reported,Yes,"$7,390",4.3,8.0,Automatic
Mercedes-Benz,E-Class E 350 4MATIC,2014,"83,112 mi.",Gasoline,Black,Black,None reported,Yes,"$15,500",3.5,6.0,Automatic
Tesla,Model X 75D,2016,"52,000 mi.",,Black,Beige,None reported,Yes,"$52,000",,,Automatic
RAM,1500 Rebel,2020,"57,300 mi.",Gasoline,Black,Black,None reported,Yes,"$43,500",5.7,8.0,Automatic
MINI,Cooper Base,2008,"104,500 mi.",Gasoline,Red,Black,At least 1 accident or damage reported,Yes,"$4,100",1.6,4.0,Automatic
Jeep,Cherokee Sport,1996,"170,552 mi.",Gasoline,Black,Gray,At least 1 accident or damage reported,Yes,"$6,500",4.0,6.0,Automatic
Ford,Mustang GT Premium,2013,"18,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$29,000",5.0,8.0,Automatic
Lincoln,Navigator Reserve,2019,"39,000 mi.",Gasoline,Black,Black,None reported,Yes,"$51,999",3.5,6.0,Automatic
Jeep,Gladiator Rubicon,2020,"38,000 mi.",Gasoline,Black,Black,None reported,Yes,"$45,000",3.6,6.0,Automatic
Porsche,Cayman GT4,2016,"15,168 mi.",Gasoline,White,Black,None reported,Yes,"$115,000",3.8,6.0,Manual
Honda,Civic EX,2012,"167,506 mi.",Gasoline,Black,–,None reported,Yes,"$6,500",1.8,4.0,Automatic
Jeep,Grand Cherokee Laredo,2012,"166,000 mi.",E85 Flex Fuel,White,Gray,At least 1 accident or damage reported,Yes,"$13,000",3.6,6.0,Automatic
Ford,Shelby GT500 Base,2021,"19,200 mi.",Gasoline,Black,Black,None reported,Yes,"$82,950",5.2,8.0,Other
Land,Rover Defender SE,2022,"46,000 mi.",Hybrid,Green,Beige,None reported,Yes,"$75,000",3.0,6.0,Automatic
Hummer,H3 Base,2007,"201,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$7,200",3.7,5.0,Automatic
Kia,Sportage LX,2014,"87,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$8,900",2.4,4.0,Automatic
GMC,Yukon XL 1500 SLT,2015,"145,000 mi.",Gasoline,White,Beige,None reported,Yes,"$24,950",5.3,8.0,Automatic
Jeep,Wrangler Unlimited Sport,2020,"33,060 mi.",Gasoline,White,Black,None reported,Yes,"$36,500",3.6,6.0,Automatic
Ford,Bronco XLT,1995,"195,000 mi.",–,Blue,Gray,None reported,Yes,"$15,000",,,Automatic
Tesla,Model S Long Range Plus,2021,"10,550 mi.",,Gray,Black,None reported,Yes,"$67,800",,,Automatic
Audi,A6 3.0T Prestige,2014,"89,500 mi.",Gasoline,Gray,Black,None reported,Yes,"$18,000",3.0,6.0,Other
Jeep,Wrangler 80th Anniversary,2021,"27,000 mi.",Hybrid,Red,Black,None reported,Yes,"$37,500",3.6,6.0,Automatic
Jeep,Wrangler Sport,2010,"87,250 mi.",Gasoline,Blue,Black,None reported,Yes,"$18,500",3.8,6.0,Manual
Volkswagen,CC 2.0T Sport,2016,"76,495 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$13,000",2.0,4.0,Automatic
Cadillac,SRX Luxury Collection,2016,"70,503 mi.",Gasoline,Silver,Beige,None reported,Yes,"$15,500",3.6,6.0,Automatic
Porsche,Cayenne Turbo,2009,"41,965 mi.",Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,"$35,000",4.8,8.0,Other
Toyota,4Runner 4WD,1999,"267,000 mi.",Gasoline,Silver,Beige,At least 1 accident or damage reported,Yes,"$8,000",2.7,4.0,Manual
Mitsubishi,Eclipse GT,2003,"146,000 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$4,200",3.0,6.0,Automatic
Chevrolet,Corvette Stingray w/1LT,2023,"9,000 mi.",Gasoline,White,White,None reported,Yes,"$82,500",6.2,8.0,Automatic
Toyota,GR86 Premium,2022,"1,050 mi.",Gasoline,Gray,Black,None reported,Yes,"$40,000",2.4,4.0,Automatic
Land,Rover Range Rover P525 Westminster,2021,"22,270 mi.",Gasoline,Gray,Ebony,None reported,,"$89,900",5.0,8.0,Automatic
Ford,Mustang GT Premium,2012,"19,900 mi.",Gasoline,White,Black,None reported,Yes,"$26,500",5.0,8.0,Automatic
Tesla,Model Y Long Range,2020,"19,800 mi.",,White,White,None reported,Yes,"$44,990",,,Automatic
RAM,1500 Sport,2012,"113,500 mi.",Gasoline,Black,Black,None reported,Yes,"$17,900",5.7,8.0,Automatic
Lamborghini,Gallardo LP550-2,2013,"22,000 mi.",Gasoline,Black,Black,None reported,Yes,"$150,000",5.2,10.0,Automatic
INFINITI,Q60 3.0t Red Sport 400,2022,"3,300 mi.",Gasoline,Red,Black,None reported,Yes,"$54,000",3.0,6.0,Other
Volkswagen,e-Golf SE,2016,"41,615 mi.",,Blue,Gray,None reported,Yes,"$12,000",,,Automatic
Tesla,Model X Long Range,2022,"11,860 mi.",,White,White,None reported,Yes,"$92,500",,,Automatic
BMW,M5 Base,2015,"27,000 mi.",Gasoline,Black,Black,None reported,Yes,"$52,500",4.4,8.0,Automatic
Kia,K5 GT-Line,2022,"22,101 mi.",Gasoline,Glacial White Pearl,Black,At least 1 accident or damage reported,Yes,"$29,430",1.6,4.0,Automatic
Chevrolet,Caprice Classic Base,1996,"60,000 mi.",Gasoline,Purple,Gray,,,"$18,500",5.7,8.0,Automatic
Subaru,BRZ Limited,2013,"46,452 mi.",Gasoline,Gray,Black,None reported,Yes,"$22,888",2.0,4.0,Manual
Lincoln,MKZ Reserve I,2019,"36,000 mi.",Gasoline,White,Beige,None reported,Yes,"$26,500",2.0,4.0,Automatic
Chevrolet,Corvette Grand Sport,2019,"13,100 mi.",Gasoline,Silver,Red,None reported,Yes,"$61,950",6.2,8.0,Manual
Audi,Q5 2.0T Premium Plus,2019,"50,000 mi.",Gasoline,White,Beige,At least 1 accident or damage reported,Yes,"$27,000",2.0,4.0,Automatic
Mazda,CX-9 Signature,2018,"19,500 mi.",Gasoline,White,Brown,None reported,Yes,"$32,250",2.5,4.0,Other
Ford,Mustang GT,2016,"36,000 mi.",Gasoline,Orange,Black,At least 1 accident or damage reported,Yes,"$31,000",5.0,8.0,Manual
Rolls-Royce,Wraith Base,2016,"21,000 mi.",Gasoline,Brown,Black,,,"$217,000",6.6,12.0,Automatic
Chevrolet,Camaro 1SS,2022,"6,640 mi.",Gasoline,Orange,Black,None reported,Yes,"$51,999",6.2,8.0,Automatic
BMW,X5 xDrive35i,2016,"74,850 mi.",Gasoline,White,Brown,At least 1 accident or damage reported,Yes,"$21,900",3.0,6.0,Automatic
Nissan,Maxima SV,2014,"117,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$10,900",3.5,6.0,Other
Toyota,Tundra TRD Pro,2016,"51,400 mi.",E85 Flex Fuel,Black,Black,,,"$39,900",5.7,8.0,Automatic
INFINITI,QX60 AUTOGRAPH,2022,"6,000 mi.",Gasoline,Gold,Brown,None reported,Yes,"$57,999",3.5,6.0,Automatic
Mitsubishi,Lancer Evolution MR,2006,"128,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$37,999",2.0,4.0,Manual
BMW,X3 xDrive30i,2021,"15,000 mi.",Gasoline,White,Brown,None reported,Yes,"$39,995",2.0,4.0,Other
Toyota,Tundra SR5,2016,"119,000 mi.",Gasoline,Red,Black,None reported,Yes,"$29,950",5.7,8.0,Automatic
Lincoln,Mark LT Base,2006,"87,500 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$12,999",5.4,8.0,Automatic
Ford,Flex SEL,2011,"149,000 mi.",Gasoline,Black,Beige,None reported,Yes,"$7,999",3.5,6.0,Automatic
Audi,Q5 2.0T Premium Plus,2015,"54,700 mi.",E85 Flex Fuel,Gray,Brown,At least 1 accident or damage reported,Yes,"$20,995",2.0,4.0,Automatic
Ford,F-150 XL,2021,"45,979 mi.",Gasoline,Agate Black Metallic,Black,None reported,Yes,"$38,532",3.5,6.0,Automatic
Lincoln,Continental Reserve,2017,"56,846 mi.",Gasoline,White,Beige,None reported,Yes,"$29,000",2.7,6.0,Other
Tesla,Model X 75D,2017,"94,100 mi.",,Black,Orange,At least 1 accident or damage reported,Yes,"$49,900",,,Automatic
Jeep,Grand Cherokee Limited,2017,"80,150 mi.",Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,"$22,500",3.6,6.0,Automatic
GMC,Terrain SLT-1,2013,"11,563 mi.",Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,"$12,300",2.4,4.0,Automatic
Tesla,Model X Long Range,2022,"7,500 mi.",,Silver,Black,None reported,Yes,"$84,000",,,Automatic
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,"15,615 mi.",Hybrid,Gray,Black,None reported,Yes,"$78,000",3.0,6.0,Automatic
Subaru,Impreza WRX Base,2013,"113,000 mi.",Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,"$16,000",2.5,4.0,Manual
Kia,Optima S,2018,"74,000 mi.",Gasoline,White,Black,None reported,Yes,"$15,000",2.4,4.0,Automatic
Mercedes-Benz,M-Class ML 350,2011,"99,200 mi.",Gasoline,Black,Black,None reported,Yes,"$11,900",3.5,6.0,Automatic
Volkswagen,Beetle 2.0T S,2018,"36,824 mi.",Gasoline,Red,Red,None reported,Yes,"$23,999",2.0,4.0,Automatic
Acura,RSX Base,2005,"186,040 mi.",Gasoline,Gray,Beige,At least 1 accident or damage reported,Yes,"$6,700",2.0,4.0,Automatic
GMC,Acadia SLE,2020,"58,000 mi.",Gasoline,Black,Black,None reported,Yes,"$27,700",3.6,6.0,Automatic
Ford,F-150 Lariat,2020,"31,250 mi.",Gasoline,Blue,Gray,None reported,Yes,"$42,500",2.7,6.0,Automatic
Jeep,Gladiator Overland,2020,"43,000 mi.",Gasoline,White,Beige,None reported,Yes,"$46,500",3.6,6.0,Automatic
Toyota,Tacoma TRD Sport,2020,"41,199 mi.",Gasoline,Black,Black/Gun Metal,None reported,,"$41,598",3.5,,Other
Kia,EV6 GT-Line,2022,"22,000 mi.",,Gray,Black,None reported,Yes,"$45,000",,,Automatic
Genesis,GV70 3.5T Sport,2022,"12,900 mi.",Gasoline,Gray,White,None reported,Yes,"$53,000",3.5,6.0,Automatic
Ford,Explorer ST,2022,"10,500 mi.",Gasoline,Black,Black,,,"$50,000",3.0,6.0,Other
MINI,Countryman Cooper,2020,"74,725 mi.",Gasoline,Black,Black,None reported,Yes,"$21,612",1.5,3.0,Automatic
Mazda,CX-5 Grand Touring,2021,"61,117 mi.",Gasoline,Sonic Silver Metallic,Black,None reported,Yes,"$26,485",2.5,4.0,Automatic
BMW,325 i,2003,"142,000 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$4,800",2.5,6.0,Manual
Ford,Mustang EcoBoost Premium,2019,"31,000 mi.",–,Gray,Black,None reported,Yes,"$34,700",,,Manual
Toyota,Yaris L,2012,"129,355 mi.",Gasoline,Black,Gray,At least 1 accident or damage reported,Yes,"$7,950",1.5,4.0,Automatic
Chevrolet,Express 1500 Base,2010,"204,000 mi.",E85 Flex Fuel,White,Gray,At least 1 accident or damage reported,Yes,"$4,900",5.3,8.0,Automatic
Lincoln,Navigator L Select,2016,"115,600 mi.",Gasoline,Black,Black,None reported,Yes,"$22,500",3.5,6.0,Automatic
Jeep,Wrangler Sahara Altitude,2023,"1,563 mi.",Hybrid,Gray,Black,None reported,Yes,"$62,500",3.6,6.0,Automatic
Bentley,Continental GT Base,2007,"72,166 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$35,995",6.0,12.0,Automatic
Lexus,RX 350 F Sport,2018,"26,100 mi.",Gasoline,Gray,Red,None reported,Yes,"$37,899",3.5,6.0,Automatic
BMW,430 i,2017,"58,880 mi.",Gasoline,White,Brown,None reported,Yes,"$21,000",2.0,4.0,Automatic
Cadillac,Escalade Sport Platinum,2021,"26,000 mi.",Gasoline,Black,Black,None reported,Yes,"$104,000",6.2,8.0,Automatic
Honda,Civic EX,2008,"190,640 mi.",Gasoline,Silver,Silver,At least 1 accident or damage reported,Yes,"$5,500",1.8,4.0,Manual
Porsche,Cayenne AWD,2020,"37,500 mi.",Gasoline,White,Black,None reported,Yes,"$59,900",3.0,6.0,Automatic
Ford,Mustang Mach-E GT,2022,"13,856 mi.",,White,Black,None reported,Yes,"$54,000",,,Automatic
Cadillac,ATS 2.5L Luxury,2013,"225,000 mi.",Gasoline,Blue,Black,None reported,Yes,"$13,600",2.5,4.0,Automatic
Lexus,LS 460 Base,2014,"123,256 mi.",Gasoline,White,Beige,None reported,Yes,"$24,995",4.6,8.0,Automatic
Cadillac,Escalade Premium Luxury,2021,"11,459 mi.",Gasoline,White,Brown,None reported,Yes,"$88,900",6.2,8.0,Automatic
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,"67,289 mi.",Gasoline,White,Gray,None reported,Yes,"$20,490",2.0,4.0,Automatic
Hyundai,Veloster Base,2013,"56,837 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$10,500",1.6,4.0,Other
Chevrolet,Corvette Base,2002,"44,168 mi.",Gasoline,Orange,Black,None reported,Yes,"$30,000",5.7,8.0,Automatic
Mercedes-Benz,C-Class C 300 4MATIC,2019,"59,766 mi.",Gasoline,Lunar Blue Metallic,Macchiato,None reported,,"$26,900",2.0,4.0,Automatic
Kia,Stinger GT,2018,"56,300 mi.",Gasoline,Silver,Black,None reported,Yes,"$29,950",3.3,6.0,Automatic
Volvo,S60 R,2004,"167,000 mi.",Gasoline,Black,Beige,None reported,Yes,"$8,000",2.5,5.0,Manual
Chevrolet,Silverado 2500 LT,2015,"122,770 mi.",E85 Flex Fuel,Brown,Black,None reported,Yes,"$27,499",6.0,8.0,Automatic
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,"59,271 mi.",Gasoline,Black,Black,None reported,Yes,"$54,995",3.0,6.0,Automatic
GMC,Sierra 1500 SLE,2015,"102,000 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$24,500",5.3,8.0,Automatic
Chevrolet,Silverado 1500 RST,2020,"40,929 mi.",Gasoline,Cajun Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,"$44,800",5.3,8.0,Automatic
Porsche,911 Turbo S,2019,"22,000 mi.",Gasoline,White,Beige,None reported,Yes,"$174,900",3.8,6.0,Automatic
Chevrolet,Suburban Z71,2022,"19,200 mi.",Gasoline,White,Black,None reported,Yes,"$69,790",6.2,8.0,Automatic
Mercedes-Benz,G-Class G 550 4MATIC,2019,"32,376 mi.",Gasoline,Black,Black,None reported,Yes,"$128,000",4.0,8.0,Automatic
Porsche,911 Carrera,2023,"19,800 mi.",Gasoline,Silver,Black,None reported,Yes,"$134,900",3.0,6.0,Automatic
Land,Rover Range Rover Sport HSE,2011,"105,000 mi.",Gasoline,Black,Black,None reported,Yes,"$10,000",5.0,8.0,Automatic
Ford,F-250 Lariat,2016,"122,650 mi.",Diesel,Gray,Black,None reported,Yes,"$38,900",6.7,8.0,Automatic
Subaru,BRZ Limited,2022,"14,000 mi.",Gasoline,White,Black,None reported,Yes,"$34,999",2.4,4.0,Manual
Lexus,LS 460 Base,2008,"100,868 mi.",Gasoline,Black,Beige,None reported,Yes,"$15,397",4.6,8.0,Automatic
Land,Rover Range Rover Sport HSE,2013,"111,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$15,000",5.0,8.0,Automatic
Cadillac,Escalade Sport Platinum,2021,"38,500 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$94,995",6.2,8.0,Automatic
Nissan,Pathfinder S,2020,"41,250 mi.",Gasoline,White,–,None reported,Yes,"$21,865",3.5,6.0,Other
MINI,Cooper S Base,2006,"99,600 mi.",Gasoline,Orange,Black,None reported,Yes,"$5,500",1.6,4.0,Automatic
Acura,ILX 2.0L w/Premium Package,2013,"198,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$11,000",2.0,4.0,Other
Lexus,RX 350 Base,2021,"20,598 mi.",Gasoline,Atomic Silver,Gray,At least 1 accident or damage reported,,"$42,599",3.5,6.0,Automatic
Porsche,911 Carrera S,2013,"52,044 mi.",Gasoline,White,Gray,None reported,Yes,"$76,500",3.8,6.0,Manual
MINI,Hardtop Cooper S,2022,"23,777 mi.",Gasoline,Gray,Black,None reported,Yes,"$30,000",2.0,4.0,Manual
Ford,F-150 Platinum,2018,"60,660 mi.",Gasoline,Gold,Black,At least 1 accident or damage reported,Yes,"$46,900",3.5,6.0,Automatic
BMW,i3 Base,2015,"26,000 mi.",,White,Beige,None reported,Yes,"$14,999",65.0,,Automatic
Mazda,CX-5 Touring,2018,"61,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$21,800",2.5,4.0,Other
Lexus,RX 350 F Sport Performance,2020,"53,750 mi.",Gasoline,Black,Red,None reported,Yes,"$32,600",3.5,6.0,Automatic
BMW,X5 M50i,2023,"13,735 mi.",Gasoline,Black Sapphire Metallic,Black,None reported,,"$77,897",4.4,8.0,Automatic
Mercedes-Benz,E-Class E 300,2019,"32,580 mi.",Gasoline,Obsidian Black Metallic,Beige,None reported,,"$33,998",2.0,,Automatic
Porsche,911 Carrera Cabriolet,2006,"96,275 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$52,500",3.6,6.0,Manual
Ford,F-350 Lariat,2015,"162,000 mi.",Diesel,Red,Beige,None reported,Yes,"$32,000",6.7,8.0,Other
BMW,X3 xDrive30i,2019,"92,040 mi.",Gasoline,Alpine White,Black,None reported,Yes,"$24,999",2.0,4.0,Automatic
RAM,1500 SLT,2017,"73,690 mi.",Gasoline,Blue,Gray,At least 1 accident or damage reported,Yes,"$27,000",5.7,8.0,Automatic
Toyota,Tacoma Base,2009,"48,750 mi.",Gasoline,Brown,Silver,None reported,Yes,"$17,900",2.7,4.0,Manual
Cadillac,SRX Performance Collection,2011,"124,542 mi.",Gasoline,Gray,Beige,None reported,Yes,"$8,450",3.0,6.0,Automatic
Ford,Mustang GT Premium,2010,"69,000 mi.",Gasoline,White,Black,None reported,Yes,"$20,000",4.6,8.0,Automatic
Dodge,Ram 2500 Laramie Quad Cab,2004,"148,000 mi.",Diesel,Black,Beige,None reported,Yes,"$19,000",5.9,6.0,Automatic
BMW,650 i,2006,"122,141 mi.",Gasoline,Silver,Black,None reported,Yes,"$10,500",4.8,8.0,Manual
Subaru,Impreza WRX,2012,"106,000 mi.",Gasoline,Black,Black,None reported,Yes,"$15,000",2.5,4.0,Manual
Ford,Edge Titanium,2017,"113,294 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$16,500",2.0,4.0,Automatic
Kia,Telluride SX,2021,"24,423 mi.",Gasoline,Black,Black,None reported,,"$44,315",3.8,6.0,Automatic
Tesla,Model S Long Range,2022,"28,000 mi.",,Gray,White,None reported,Yes,"$68,750",,,Automatic
RAM,1500 Rebel,2018,"54,800 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$37,050",5.7,8.0,Automatic
Ford,Explorer XLT,2017,"161,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$17,500",3.5,6.0,Automatic
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,"28,755 mi.",Gasoline,Black,Black,None reported,Yes,"$61,350",3.0,6.0,Automatic
Audi,Q5 2.0T Premium Plus,2016,"52,105 mi.",E85 Flex Fuel,White,Beige,At least 1 accident or damage reported,Yes,"$20,499",2.0,4.0,Automatic
Nissan,Armada Platinum,2018,"119,950 mi.",Gasoline,Black,Black,None reported,Yes,"$20,999",5.6,8.0,Other
Mercedes-Benz,SL-Class SL500 Roadster,2003,"80,081 mi.",Gasoline,White,Beige,None reported,Yes,"$12,500",5.0,8.0,Automatic
Bentley,Bentayga V8,2021,"24,500 mi.",Gasoline,White,White,None reported,Yes,"$165,000",4.0,8.0,Automatic
Jeep,Gladiator Overland,2021,"4,100 mi.",Gasoline,Black,Black,None reported,Yes,"$55,000",3.6,6.0,Automatic
BMW,M2 CS,2020,"9,670 mi.",Gasoline,Blue,Black,None reported,Yes,"$103,500",3.0,6.0,Other
Dodge,Charger SE,2017,"63,250 mi.",Gasoline,Red,Black,None reported,Yes,"$18,650",3.6,6.0,Automatic
Lincoln,MKX Black Label,2017,"69,431 mi.",Gasoline,Silver,Black,None reported,Yes,"$26,500",2.7,6.0,Automatic
Toyota,Tundra SR5,2015,"108,044 mi.",Gasoline,Black,–,None reported,Yes,"$31,380",5.7,8.0,Automatic
BMW,335 i,2008,"98,000 mi.",Gasoline,Black,Brown,None reported,Yes,"$13,998",3.0,6.0,Other
BMW,X1 xDrive28i,2019,"52,253 mi.",Gasoline,White,Black,None reported,Yes,"$34,500",2.0,4.0,Other
Ford,F-350 Platinum,2022,"23,850 mi.",Diesel,Silver,Black,None reported,Yes,"$99,750",6.7,8.0,Automatic
Mercedes-Benz,Sprinter High Roof,2015,"1,500 mi.",Diesel,White,Gray,None reported,Yes,"$39,500",3.0,6.0,Automatic
Dodge,Challenger GT,2021,"40,000 mi.",Gasoline,Black,Black,None reported,Yes,"$32,500",3.6,6.0,Automatic
Audi,S4 3.0 Prestige,2012,"38,718 mi.",Gasoline,Black,Black,None reported,Yes,"$31,000",3.0,6.0,Automatic
